OBJECTID;CODE_VOIE;NOM_VOIE;TYPE_AMENAGEMENT;REALISATION;CIRCUL2R;CIRCVOIT;AFFECTATION;TOURNGAUCHE;SHAPE.LEN
57424;17604;Route de Peney;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.9978244083501195
57425;17604;Route de Peney;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;582.322824675962
57426;17604;Route de Peney;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;774.5347010148951
57427;17604;Route de Peney;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;488.976094700818
57428;17604;Route de Peney;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;262.43012431637203
57429;17604;Route de Peney;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;69.7989375713526
57430;17604;Route de Peney;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;348.96009111206104
57431;17604;Route de Peney;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;26.231806447904898
57432;17604;Route de Peney;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;47.8875659814928
57433;17604;Route de Peney;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.826338483462
57434;17604;Route de Peney;Piste;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;212.30815056869798
57435;17604;Route de Peney;Piste;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;266.87352108088805
57146;15237;Rue  MAURICE;Dérogation 2R;1996;bidirectionnelle; ;au statut de la rue;;31.080286356467198
57143;15210;Avenue de Mategnin;Piste;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;230.826185991744
57144;15210;Avenue de Mategnin;Piste;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;101.438784808855
57147;15288;Rue Barthélemy- MENN;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;43.6903616373222
57148;15288;Rue Barthélemy- MENN;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;9.28384618571419
57149;15288;Rue Barthélemy- MENN;Contresens;1993;; ;vélos + cyclomoteurs;;5.49648978894712
57150;15288;Rue Barthélemy- MENN;Contresens;1993;; ;vélos + cyclomoteurs;;47.487371828795794
57151;15288;Rue Barthélemy- MENN;Contresens;1993;; ;vélos + cyclomoteurs;;34.66550235543129
57152;15299;  ;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;85.81190536889069
57154;15334;Rue  MERLE-D'AUBIGNÉ;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;4.26812605249658
57155;15334;Rue  MERLE-D'AUBIGNÉ;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;63.2291150072743
57156;15334;Rue  MERLE-D'AUBIGNÉ;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;2.9699831649354502
57157;15334;Rue  MERLE-D'AUBIGNÉ;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;73.0434749483336
57158;15344;  ;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;53.8795595093385
57159;15344;  ;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;78.1203055601925
57162;15474;Rue Pedro- MEYLAN;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;62.3812201196422
57163;15482;Route de Meyrin;Bande;1993;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.7584352700519
57164;15482;Route de Meyrin;Bande;1993;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.2640630747925
57165;15482;Route de Meyrin;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;46.2640529826604
57166;15482;Route de Meyrin;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;42.12313912926759
57170;15482;Route de Meyrin;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.0601285410146
57171;15482;Route de Meyrin;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;41.714657074943005
57172;15482;Route de Meyrin;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;47.9704536216373
57173;15482;Route de Meyrin;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;17.0878731479325
56543;11932;Avenue des Grandes-Communes;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.843803493991597
66588;06785;Avenue des Communes-Réunies;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.522230704638304
57181;15482;Route de Meyrin;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.5401465667807
58184;24996;Rue des Vernes;Sas;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;4.4987220407578
57175;15482;Route de Meyrin;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.72541908248349
62434;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;235.14174701025902
58051;23051;Route de Suisse;Bande;1957;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;224.81746218078803
56194;08249;Rue  DANCET;Sas;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;2.85742891425141
86742;;  ;Bande;2016;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;103.96183070030202
55187;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;48.8721800036219
56560;11932;Avenue des Grandes-Communes;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;60.3492619616178
56036;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;mixité piétons;;142.037733366877
58663;61573;Chemin de Trèfle-Blanc;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;48.8131304056603
56108;07021;Rue du Contrat-Social;Bande;2006;unidirectionnelle;contresens;vélos + cyclomoteurs;;76.06793274883401
56423;10570;Chemin du Foron;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.0935591813998
58583;55611;Route du Creux-du-Loup;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;37.629817140120096
58584;55611;Route du Creux-du-Loup;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;391.99621414381306
58585;55611;Route du Creux-du-Loup;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;92.9286962546452
58586;55611;Route du Creux-du-Loup;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;399.019498835002
58587;56006;Rue du Pré-de-la-Reine;Bande;2011;unidirectionnelle;contresens;vélos + cyclomoteurs;;1.54434452114805
58588;56006;Rue du Pré-de-la-Reine;Bande;2011;unidirectionnelle;contresens;vélos + cyclomoteurs;;16.7171855676544
58589;56006;Rue du Pré-de-la-Reine;Bande;2011;unidirectionnelle;contresens;vélos + cyclomoteurs;;23.5451424303537
58590;56138;Avenue Louis- RENDU;Bande;1996;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.45263512063095
58592;56138;Avenue Louis- RENDU;Piste;1987;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;103.716641707485
58593;56138;Avenue Louis- RENDU;Piste;1987;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;273.90721703132897
58595;56138;Avenue Louis- RENDU;Piste;2011;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.655554071600649
58596;56138;Avenue Louis- RENDU;Piste;2011;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.4656168282139896
58598;56189;Route de l' Uche;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;78.69214261094218
58599;56189;Route de l' Uche;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;127.2617036516
58601;56189;Route de l' Uche;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;98.68440269460659
58312;25380; la Vy-des-Champs;Dérogation 2R;1986;bidirectionnelle; ;au statut de la rue : vélos seuls;;191.387021145805
58309;25330;Rue du Vidollet;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;177.718412054345
58311;25380; la Vy-des-Champs;Dérogation 2R;1986;bidirectionnelle; ;au statut de la rue : vélos seuls;;456.316646968168
58313;25518;  Vieux-Chemin-d'Onex;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;4.842115204781559
63076;;  ;Sas;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.8406379678381595
56159;07471;Chemin des Courtillets;Piste;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;78.7985258911647
57317;16470;Rue des Moulins;Piste; ;bidirectionnelle;dans le sens;mixité piétons;;211.695417507661
55482;22640;Route de Soral;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;0.83240615086627
58108;23604;Route de Thonon;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;62.1894176029885
57318;16527;Rue Gustave- MOYNIER;Contresens;2011;unidirectionnelle; ;vélos + cyclomoteurs;;119.585816411953
65943;22640;Route de Soral;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;103.534875590948
64024;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;93.40347153308359
67234;;  ;Bande;;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;98.27780947457029
55167;00108;Route de l' Aéroport;Piste;1991;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;296.56126431312606
63396;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;66.41524674350009
58310;25330;Rue du Vidollet;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;2.5003199795226196
72984;;  ;Sas;2015;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;4.69552978906534
73946;19470;Route de Pré-Bois;Piste;1991;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;64.9366797584235
55441;19470;Route de Pré-Bois;Piste;1991;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;81.10444761956799
73947;19470;Route de Pré-Bois;Piste;1991;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.7880783282168
57167;15482;Route de Meyrin;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.8756222812926
57221;15482;Route de Meyrin;Piste;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;122.614838437527
57222;15482;Route de Meyrin;Piste;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.587082561385394
57370;17159;Avenue du Pailly;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.0330693130838
57376;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;160.432490183578
57380;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;161.49033142930702
74907;03778;Route de La-Capite;Piste;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;141.95777989878403
57959;24090;Avenue  TREMBLEY;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;229.123989733368
84505;27626;Route de Lausanne;Piste;1957;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;170.357746315134
78743;22683;Avenue  SORET;Piste;1997;unidirectionnelle;contresens;vélos + cyclomoteurs;;29.110185502672397
82585;;  ;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;32.7531981379181
86102;;  ;Contresens;2016;unidirectionnelle;contresens;vélos + cyclomoteurs;;231.606317167685
84509;27626;Route de Lausanne;Piste;1957;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;112.49383188547901
56909;13781;Route de l' Etraz;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;140.600083274573
57322;16713;Rue  MUZY;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;155.262855925345
57323;16730;Rue du Nant;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;83.8387520878
57324;16730;Rue du Nant;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;66.0473947403956
57326;16730;Rue du Nant;Piste;2010;unidirectionnelle;contresens;vélos + cyclomoteurs;;58.669825714253896
57327;16772;Chemin du Nant-d'Argent;Sas;2013;; ;;;4.21715543939277
57330;16810;Place des Nations;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;51.3951840842943
57331;16810;Place des Nations;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;24.025280435408003
57332;16810;Place des Nations;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.1246144265461
57333;16810;Place des Nations;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;52.1660556817582
57337;16837;Rue de la Navigation;Contresens;2000;; ;vélos + cyclomoteurs;;75.60081235012639
57340;16845;Chemin  NAVILLE;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;148.48589382679202
57341;16845;Chemin  NAVILLE;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;148.900349105969
57342;16845;Chemin  NAVILLE;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;757.831583066133
57343;16845;Chemin  NAVILLE;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;403.918564618947
57344;16845;Chemin  NAVILLE;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;354.024940871633
57345;16861;Rue  NECKER;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;7.28157263233706
57346;16861;Rue  NECKER;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;13.0260661751735
57347;16861;Rue  NECKER;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;19.5980101030691
57348;16861;Rue  NECKER;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;16.9481355906778
57349;16861;Rue  NECKER;Contresens;1993;; ;vélos + cyclomoteurs;;40.1121153767786
57350;16861;Rue  NECKER;Contresens;1993;; ;vélos + cyclomoteurs;;47.4633932625976
57351;16870;Rue de Neuchâtel;Contresens;1999;; ;vélos + cyclomoteurs;;154.67706424073603
57353;16926;Place de Neuve;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;37.6001903969168
57354;16926;Place de Neuve;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.4733389587783
57356;16934;Rue  Neuve-du-Molard;Dérogation 2R;2001;bidirectionnelle; ;au statut de la rue : vélos seuls;;1.56236999459155
57358;17086;Place des Ormeaux;Piste;1993;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.13331277052159
57359;17140;Quai Charles- PAGE;Piste;1983;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.93851498203441
57360;17140;Quai Charles- PAGE;Piste;1992;bidirectionnelle; ;vélos + cyclomoteurs;;58.706631815938
57361;17140;Quai Charles- PAGE;Piste;1992;bidirectionnelle; ;vélos + cyclomoteurs;;13.9011977901187
57362;17140;Quai Charles- PAGE;Piste;1992;bidirectionnelle; ;vélos + cyclomoteurs;;130.257642194501
57363;17140;Quai Charles- PAGE;Piste;1992;bidirectionnelle; ;vélos + cyclomoteurs;;104.65443091123701
57365;17140;Quai Charles- PAGE;Piste;1992;bidirectionnelle; ;vélos + cyclomoteurs;;107.275468489597
57366;17140;Quai Charles- PAGE;Piste;1992;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.69834013242975
57367;17140;Quai Charles- PAGE;Piste;2004;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.03603775210566
57368;17140;Quai Charles- PAGE;Piste;2008;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.17517141981135
57369;17140;Quai Charles- PAGE;Piste;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.44370432519884
57371;17159;Avenue du Pailly;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.540327204126196
57377;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;157.34651463193302
57378;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;123.24842833464601
57379;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;128.272637354507
57381;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;148.144676219412
57383;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.34292990783147
57384;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;32.141060903594294
57385;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.653570268377
57386;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;33.4078163186716
57387;17159;Avenue du Pailly;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;133.007956552369
57388;17159;Avenue du Pailly;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.535946355372698
57389;17159;Avenue du Pailly;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.123693741150019
57390;17159;Avenue du Pailly;Dérogation 2R;2009;unidirectionnelle; ;mixité piétons;;17.6875026959144
57391;17159;Avenue du Pailly;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;6.774344864433079
57392;17159;Avenue du Pailly;Piste;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;64.2363151485353
57393;17159;Avenue du Pailly;Piste;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;153.4938729293
57394;17159;Avenue du Pailly;Piste;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;230.27211567237103
57395;17167;Avenue de la Paix;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;455.86624216835
57396;17167;Avenue de la Paix;Bande;2001;unidirectionnelle;contresens;vélos + cyclomoteurs;;35.56116813666569
57398;17167;Avenue de la Paix;Sas;2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.77809475794348
57399;17248;Chemin des Papillons;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;518.1117673390661
57400;17248;Chemin des Papillons;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;331.089952452349
57401;17248;Chemin des Papillons;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;173.343541974038
57405;17329;Chemin de Paris;Piste;1986;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;307.86247984190805
57406;17329;Chemin de Paris;Piste;1986;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;272.054111629309
57407;17329;Chemin de Paris;Piste;1986;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;155.371160470754
57410;17477;Chemin du Pavillon;Piste;1990;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.5208233814947
57411;17477;Chemin du Pavillon;Piste;1990;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.4522013902643
57413;17604;Route de Peney;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;41.9220028509576
57414;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.610730284006598
57415;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.82206699223743
57416;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;66.0991550569501
57417;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.2329516758363
57418;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.7451485511476
57419;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;551.2051082443251
57420;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;679.299206874031
57421;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.7746972115229
57422;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;123.95801361218601
57423;17604;Route de Peney;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.2426062782861
58359;26190;Rue  VOLTAIRE;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;45.746420009392004
58360;26190;Rue  VOLTAIRE;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;22.7561024782365
58361;26271;Avenue Théodore- WEBER;Bande;2000;unidirectionnelle;contresens;vélos + cyclomoteurs;;8.21141278952654
58362;26271;Avenue Théodore- WEBER;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.23519818154003
58363;26271;Avenue Théodore- WEBER;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.3237569776696
58365;26271;Avenue Théodore- WEBER;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.829129029246097
58366;26271;Avenue Théodore- WEBER;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;29.683896307594097
58368;26271;Avenue Théodore- WEBER;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.6444521430352
58369;26271;Avenue Théodore- WEBER;Piste;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;43.08235949898749
58370;26271;Avenue Théodore- WEBER;Piste;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;72.7659597614159
58372;26271;Avenue Théodore- WEBER;Piste;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;33.4311531359599
58374;26298;Avenue  WENDT;Contresens;1992;; ;vélos + cyclomoteurs;;107.419590916652
58375;26301;Avenue Georges- WERNER;Bande; ;unidirectionnelle;contresens;vélos + cyclomoteurs;;271.46184449296504
58376;26301;Avenue Georges- WERNER;Piste; ;unidirectionnelle;contresens;vélos + cyclomoteurs;;26.569731141562198
58377;26336;Rue Arnold- WINKELRIED;Bande;1986;unidirectionnelle;contresens;vélos + cyclomoteurs;;58.620687474645
58378;26344;Rue Emile- YUNG;Sas;2008;unidirectionnelle; ;vélos + cyclomoteurs;OUI;3.71248663337945
58379;26379;Rue de Zurich;Bande;2000;unidirectionnelle;contresens;vélos + cyclomoteurs;;114.63646458535301
58381;26379;Rue de Zurich;Contresens;2000;; ;vélos + cyclomoteurs;;70.086016436947
58384;26476;Avenue de Cavoitanne;Piste;2011;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.7046468028857
58385;26700;Rue de la Maison-Forte;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;41.858432506854804
58386;26700;Rue de la Maison-Forte;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;159.174820413005
58387;26700;Rue de la Maison-Forte;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;206.698831712041
58388;26700;Rue de la Maison-Forte;Piste;1984;bidirectionnelle; ;vélos + cyclomoteurs;;632.042796801683
58389;26700;Rue de la Maison-Forte;Piste;1984;bidirectionnelle; ;vélos + cyclomoteurs;;44.757840633131195
58390;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.0413297284515
58391;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.440308413353797
58392;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.335612269662
58393;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;29.626456082359898
58394;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;99.0835401291851
58395;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.0063459711138
58396;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.701375353083499
58397;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.8090503840037
58398;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.1919270008236
58399;26778;Route du Pas-de-l'Echelle;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.490431690926396
58400;26778;Route du Pas-de-l'Echelle;Piste;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;105.387932054928
58401;26778;Route du Pas-de-l'Echelle;Piste;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;116.089002242717
58251;25275;Route de Vessy;Piste;1994;unidirectionnelle;dans le sens;mixité piétons;;104.89676815948401
58252;25275;Route de Vessy;Piste;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;235.23647071292
58253;25275;Route de Vessy;Piste;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;171.139793771988
58254;25275;Route de Vessy;Piste;2002;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;249.802345322809
58255;25275;Route de Vessy;Piste;2002;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;227.027774605582
58257;25291;Route de Veyrier;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.018139797643
58258;25291;Route de Veyrier;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;64.90643375453229
58259;25291;Route de Veyrier;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;136.74861636012702
58260;25291;Route de Veyrier;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;290.818030682355
58261;25291;Route de Veyrier;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;2.5271525478292802
58262;25291;Route de Veyrier;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;22.905112966322598
58263;25291;Route de Veyrier;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;494.82207084891
58264;25291;Route de Veyrier;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;35.6093828539915
58265;25291;Route de Veyrier;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;101.55756671172601
58266;25291;Route de Veyrier;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;412.192504838513
58267;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;352.379622651392
58268;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;228.06245432365102
58269;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;153.814404130912
58270;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;398.631712108999
58271;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;48.849658905388395
58272;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;47.9492732413232
58273;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.24784214203934
58274;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.1807367120459
58275;25291;Route de Veyrier;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;112.56066814924701
